original_id	canonical_id
royals:ck2:2000218	royals:ck2:2000218
royals:ck2:2000219	royals:ck2:2000219
royals:ck2:2000220	royals:ck2:2000220
royals:ck2:2000221	royals:ck2:2000221
royals:ck2:2000222	royals:ck2:2000222
royals:ck2:2000223	royals:ck2:2000223
royals:ck2:2000224	royals:ck2:2000224
royals:ck2:2000225	royals:ck2:2000225
royals:ck2:2000226	royals:ck2:2000226
royals:ck2:2000227	royals:ck2:2000227
royals:ck2:2000228	royals:ck2:2000228
royals:ck2:2000229	royals:ck2:2000229
royals:ck2:2000230	royals:ck2:2000230
royals:ck2:2000231	royals:ck2:2000231
royals:ck2:2000232	royals:ck2:2000232
royals:ck2:2000233	royals:ck2:2000233
royals:ck2:2000234	royals:ck2:2000234
royals:ck2:2000235	royals:ck2:2000235
royals:ck2:2000236	royals:ck2:2000236
royals:ck2:2000237	royals:ck2:2000237
royals:ck2:2000238	royals:ck2:2000238
royals:ck2:2000239	royals:ck2:2000239
royals:ck2:2000240	royals:ck2:2000240
royals:ck2:2000241	royals:ck2:2000241
royals:ck2:2000242	royals:ck2:2000242
royals:ck2:2000243	royals:ck2:2000243
royals:ck2:2000244	royals:ck2:2000244
royals:ck2:2000245	royals:ck2:2000245
royals:ck2:2000246	royals:ck2:2000246
royals:ck2:2000247	royals:ck2:2000247
royals:ck2:2000248	royals:ck2:2000248
royals:ck2:2000249	royals:ck2:2000249
royals:ck2:2000250	royals:ck2:2000250
royals:ck2:2000251	royals:ck2:2000251
royals:ck2:2000252	royals:ck2:2000252
royals:ck2:2000253	royals:ck2:2000253
royals:ck2:2000254	royals:ck2:2000254
royals:ck2:2000255	royals:ck2:2000255
royals:ck2:2000256	royals:ck2:2000256
royals:ck2:2000257	royals:ck2:2000257
royals:ck2:2000258	royals:ck2:2000258
royals:ck2:2000259	royals:ck2:2000259
royals:ck2:2000260	royals:ck2:2000260
royals:ck2:2000261	royals:ck2:2000261
royals:ck2:2000262	royals:ck2:2000262
royals:ck2:2000263	royals:ck2:2000263
royals:ck2:2000264	royals:ck2:2000264
royals:ck2:2000265	royals:ck2:2000265
royals:ck2:2000266	royals:ck2:2000266
royals:ck2:2000267	royals:ck2:2000267
royals:ck2:2000268	royals:ck2:2000268
royals:ck2:2000269	royals:ck2:2000269
royals:ck2:2000270	royals:ck2:2000270
royals:ck2:2000271	royals:ck2:2000271
royals:ck2:2000272	royals:ck2:2000272
royals:ck2:2000273	royals:ck2:2000273
royals:ck2:2000274	royals:ck2:2000274
royals:ck2:2000275	royals:ck2:2000275
royals:ck2:2000276	royals:ck2:2000276
royals:ck2:2000277	royals:ck2:2000277
royals:ck2:2000278	royals:ck2:2000278
royals:ck2:2000279	royals:ck2:2000279
royals:ck2:2000280	royals:ck2:2000280
royals:ck2:2000281	royals:ck2:2000281
royals:ck2:2000282	royals:ck2:2000282
royals:ck2:2000283	royals:ck2:2000283
royals:ck2:2000284	royals:ck2:2000284
royals:ck2:2000300	royals:ck2:2000300
royals:ck2:2000301	royals:ck2:2000301
royals:ck2:2000302	royals:ck2:2000302
royals:ck2:2000303	royals:ck2:2000303
royals:ck2:2000304	royals:ck2:2000304
royals:ck2:2000305	royals:ck2:2000305
royals:ck2:2000306	royals:ck2:2000306
royals:ck2:2000307	royals:ck2:2000307
royals:ck2:2000308	royals:ck2:2000308
royals:ck2:2000309	royals:ck2:2000309
royals:ck2:2000310	royals:ck2:2000310
royals:ck2:2000311	royals:ck2:2000311
royals:ck2:2000312	royals:ck2:2000312
royals:ck2:2000313	royals:ck2:2000313
royals:ck2:2000314	royals:ck2:2000314
royals:ck2:2000315	royals:ck2:2000315
royals:ck2:2000316	royals:ck2:2000316
royals:ck2:2000317	royals:ck2:2000317
royals:ck2:2000318	royals:ck2:2000318
royals:ck2:2000319	royals:ck2:2000319
royals:ck2:2000320	royals:ck2:2000320
royals:ck2:20003201	royals:ck2:20003201
royals:ck2:2000322	royals:ck2:2000322
royals:ck2:2000323	royals:ck2:2000323
royals:ck2:2000324	royals:ck2:2000324
royals:ck2:2000325	royals:ck2:2000325
royals:ck2:2000326	royals:ck2:2000326
royals:ck2:2000327	royals:ck2:2000327
royals:ck2:2000328	royals:ck2:2000328
royals:ck2:2000329	royals:ck2:2000329
royals:ck2:2000330	royals:ck2:2000330
royals:ck2:2000331	royals:ck2:2000331
royals:ck2:2000332	royals:ck2:2000332
royals:ck2:2000333	royals:ck2:2000333
royals:ck2:2000334	royals:ck2:2000334
royals:ck2:2000335	royals:ck2:2000335
royals:ck2:2000336	royals:ck2:2000336
royals:ck2:2000337	royals:ck2:2000337
royals:ck2:2000338	royals:ck2:2000338
royals:ck2:2000339	royals:ck2:2000339
royals:ck2:2000340	royals:ck2:2000340
royals:eu4:REB	royals:eu4:REB
royals:eu4:PIR	royals:eu4:PIR
royals:eu4:NAT	royals:eu4:NAT
royals:eu4:SWE	royals:eu4:SWE
royals:eu4:DAN	royals:eu4:DAN
royals:eu4:FIN	royals:eu4:FIN
royals:eu4:GOT	royals:eu4:GOT
royals:eu4:NOR	royals:eu4:NOR
royals:eu4:SHL	Q475171
royals:eu4:SCA	royals:eu4:SCA
royals:eu4:EST	royals:eu4:EST
royals:eu4:LVA	royals:eu4:LVA
royals:eu4:LTG	royals:eu4:LTG
royals:eu4:SMI	royals:eu4:SMI
royals:eu4:KRL	royals:eu4:KRL
royals:eu4:ICE	royals:eu4:ICE
royals:eu4:ACH	royals:eu4:ACH
royals:eu4:ALB	royals:eu4:ALB
royals:eu4:ATH	royals:eu4:ATH
royals:eu4:BOS	royals:eu4:BOS
royals:eu4:BUL	royals:eu4:BUL
royals:eu4:BYZ	royals:eu4:BYZ
royals:eu4:LAE	royals:eu4:LAE
royals:eu4:CEP	royals:eu4:CEP
royals:eu4:CRO	royals:eu4:CRO
royals:eu4:CRT	royals:eu4:CRT
royals:eu4:CYP	royals:eu4:CYP
royals:eu4:DAL	royals:eu4:DAL
royals:eu4:EPI	royals:eu4:EPI
royals:eu4:GRE	royals:eu4:GRE
royals:eu4:KNI	royals:eu4:KNI
royals:eu4:MOE	royals:eu4:MOE
royals:eu4:MOL	royals:eu4:MOL
royals:eu4:MON	royals:eu4:MON
royals:eu4:NAX	royals:eu4:NAX
royals:eu4:RAG	royals:eu4:RAG
royals:eu4:RMN	royals:eu4:RMN
royals:eu4:SER	royals:eu4:SER
royals:eu4:TRA	royals:eu4:TRA
royals:eu4:WAL	royals:eu4:WAL
royals:eu4:HUN	royals:eu4:HUN
royals:eu4:SLO	royals:eu4:SLO
royals:eu4:TUR	royals:eu4:TUR
royals:eu4:CNN	royals:eu4:CNN
royals:eu4:CRN	royals:eu4:CRN
royals:eu4:ENG	royals:eu4:ENG
royals:eu4:LEI	royals:eu4:LEI
royals:eu4:IRE	royals:eu4:IRE
royals:eu4:MNS	royals:eu4:MNS
royals:eu4:SCO	royals:eu4:SCO
royals:eu4:TYR	royals:eu4:TYR
royals:eu4:WLS	royals:eu4:WLS
royals:eu4:NOL	royals:eu4:NOL
royals:eu4:GBR	royals:eu4:GBR
royals:eu4:AVE	royals:eu4:AVE
royals:eu4:MTH	royals:eu4:MTH
royals:eu4:ULS	royals:eu4:ULS
royals:eu4:DMS	royals:eu4:DMS
royals:eu4:SLN	royals:eu4:SLN
royals:eu4:KID	royals:eu4:KID
royals:eu4:HSC	royals:eu4:HSC
royals:eu4:ORD	royals:eu4:ORD
royals:eu4:TRY	royals:eu4:TRY
royals:eu4:FLY	royals:eu4:FLY
royals:eu4:MCM	royals:eu4:MCM
royals:eu4:KOI	royals:eu4:KOI
royals:eu4:LOI	royals:eu4:LOI
royals:eu4:EIC	royals:eu4:EIC
royals:eu4:BRZ	royals:eu4:BRZ
royals:eu4:CAN	royals:eu4:CAN
royals:eu4:CHL	royals:eu4:CHL
royals:eu4:COL	royals:eu4:COL
royals:eu4:HAT	royals:eu4:HAT
royals:eu4:LAP	royals:eu4:LAP
royals:eu4:LOU	royals:eu4:LOU
royals:eu4:MEX	royals:eu4:MEX
royals:eu4:PEU	royals:eu4:PEU
royals:eu4:PRG	royals:eu4:PRG
royals:eu4:QUE	royals:eu4:QUE
royals:eu4:CAM	royals:eu4:CAM
royals:eu4:USA	royals:eu4:USA
royals:eu4:VNZ	royals:eu4:VNZ
royals:eu4:AUS	royals:eu4:AUS
royals:eu4:CAL	royals:eu4:CAL
royals:eu4:TEX	royals:eu4:TEX
royals:eu4:CSC	royals:eu4:CSC
royals:eu4:ALA	royals:eu4:ALA
royals:eu4:NZL	royals:eu4:NZL
royals:eu4:ILI	royals:eu4:ILI
royals:eu4:FLO	royals:eu4:FLO
royals:eu4:VRM	royals:eu4:VRM
royals:eu4:SNA	royals:eu4:SNA
royals:eu4:WSI	royals:eu4:WSI
royals:eu4:CUB	royals:eu4:CUB
royals:eu4:DNZ	royals:eu4:DNZ
royals:eu4:KRA	royals:eu4:KRA
royals:eu4:LIT	royals:eu4:LIT
royals:eu4:LIV	royals:eu4:LIV
royals:eu4:MAZ	royals:eu4:MAZ
royals:eu4:POL	royals:eu4:POL
royals:eu4:PRU	royals:eu4:PRU
royals:eu4:KUR	royals:eu4:KUR
royals:eu4:RIG	royals:eu4:RIG
royals:eu4:TEU	royals:eu4:TEU
royals:eu4:PLC	royals:eu4:PLC
royals:eu4:VOL	royals:eu4:VOL
royals:eu4:KIE	royals:eu4:KIE
royals:eu4:CHR	royals:eu4:CHR
royals:eu4:OKA	royals:eu4:OKA
royals:eu4:ALE	royals:eu4:ALE
royals:eu4:ALS	royals:eu4:ALS
royals:eu4:AMG	royals:eu4:AMG
royals:eu4:AUV	royals:eu4:AUV
royals:eu4:AVI	royals:eu4:AVI
royals:eu4:BOU	royals:eu4:BOU
royals:eu4:BRI	royals:eu4:BRI
royals:eu4:BUR	royals:eu4:BUR
royals:eu4:CHP	royals:eu4:CHP
royals:eu4:COR	royals:eu4:COR
royals:eu4:DAU	royals:eu4:DAU
royals:eu4:FOI	royals:eu4:FOI
royals:eu4:FRA	royals:eu4:FRA
royals:eu4:GUY	royals:eu4:GUY
royals:eu4:NEV	royals:eu4:NEV
royals:eu4:NRM	royals:eu4:NRM
royals:eu4:ORL	royals:eu4:ORL
royals:eu4:PIC	royals:eu4:PIC
royals:eu4:PRO	royals:eu4:PRO
royals:eu4:SPI	royals:eu4:SPI
royals:eu4:TOU	royals:eu4:TOU
royals:eu4:BER	royals:eu4:BER
royals:eu4:AAC	royals:eu4:AAC
royals:eu4:ANH	royals:eu4:ANH
royals:eu4:ANS	royals:eu4:ANS
royals:eu4:AUG	royals:eu4:AUG
royals:eu4:BAD	Q798902
royals:eu4:BAV	royals:eu4:BAV
royals:eu4:BOH	royals:eu4:BOH
royals:eu4:BRA	royals:eu4:BRA
royals:eu4:BRE	Q91780951
royals:eu4:BRU	royals:eu4:BRU
royals:eu4:EFR	royals:eu4:EFR
royals:eu4:FRN	royals:eu4:FRN
royals:eu4:GER	royals:eu4:GER
royals:eu4:HAB	royals:eu4:HAB
royals:eu4:HAM	royals:eu4:HAM
royals:eu4:HAN	royals:eu4:HAN
royals:eu4:HES	royals:eu4:HES
royals:eu4:HLR	royals:eu4:HLR
royals:eu4:KLE	royals:eu4:KLE
royals:eu4:KOL	royals:eu4:KOL
royals:eu4:LAU	royals:eu4:LAU
royals:eu4:LOR	royals:eu4:LOR
royals:eu4:LUN	royals:eu4:LUN
royals:eu4:MAG	royals:eu4:MAG
royals:eu4:MAI	royals:eu4:MAI
royals:eu4:MEI	royals:eu4:MEI
royals:eu4:MKL	Q1915693
royals:eu4:MUN	royals:eu4:MUN
royals:eu4:MVA	royals:eu4:MVA
royals:eu4:OLD	royals:eu4:OLD
royals:eu4:PAL	royals:eu4:PAL
royals:eu4:POM	royals:eu4:POM
royals:eu4:SAX	royals:eu4:SAX
royals:eu4:SIL	royals:eu4:SIL
royals:eu4:SLZ	royals:eu4:SLZ
royals:eu4:STY	royals:eu4:STY
royals:eu4:SWI	royals:eu4:SWI
royals:eu4:THU	royals:eu4:THU
royals:eu4:TIR	Q26678737
royals:eu4:TRI	Q106797859
royals:eu4:ULM	royals:eu4:ULM
royals:eu4:WBG	royals:eu4:WBG
royals:eu4:WES	royals:eu4:WES
royals:eu4:WUR	royals:eu4:WUR
royals:eu4:NUM	royals:eu4:NUM
royals:eu4:MEM	royals:eu4:MEM
royals:eu4:VER	royals:eu4:VER
royals:eu4:NSA	royals:eu4:NSA
royals:eu4:RVA	Q2133649
royals:eu4:DTT	royals:eu4:DTT
royals:eu4:AUH	royals:eu4:AUH
royals:eu4:GMA	royals:eu4:GMA
royals:eu4:ARA	royals:eu4:ARA
royals:eu4:CAS	royals:eu4:CAS
royals:eu4:CAT	royals:eu4:CAT
royals:eu4:GRA	royals:eu4:GRA
royals:eu4:NAV	royals:eu4:NAV
royals:eu4:POR	royals:eu4:POR
royals:eu4:SPA	royals:eu4:SPA
royals:eu4:GAL	royals:eu4:GAL
royals:eu4:LON	royals:eu4:LON
royals:eu4:ADU	royals:eu4:ADU
royals:eu4:VAL	royals:eu4:VAL
royals:eu4:ASU	royals:eu4:ASU
royals:eu4:MJO	royals:eu4:MJO
royals:eu4:AQU	royals:eu4:AQU
royals:eu4:ETR	royals:eu4:ETR
royals:eu4:FER	royals:eu4:FER
royals:eu4:GEN	royals:eu4:GEN
royals:eu4:ITA	royals:eu4:ITA
royals:eu4:MAN	royals:eu4:MAN
royals:eu4:MLO	royals:eu4:MLO
royals:eu4:MOD	royals:eu4:MOD
royals:eu4:NAP	royals:eu4:NAP
royals:eu4:PAP	royals:eu4:PAP
royals:eu4:PAR	royals:eu4:PAR
royals:eu4:PIS	royals:eu4:PIS
royals:eu4:SAR	royals:eu4:SAR
royals:eu4:SAV	royals:eu4:SAV
royals:eu4:SIC	royals:eu4:SIC
royals:eu4:SIE	royals:eu4:SIE
royals:eu4:TUS	royals:eu4:TUS
royals:eu4:URB	royals:eu4:URB
royals:eu4:VEN	royals:eu4:VEN
royals:eu4:MFA	royals:eu4:MFA
royals:eu4:LUC	royals:eu4:LUC
royals:eu4:LAN	royals:eu4:LAN
royals:eu4:JAI	royals:eu4:JAI
royals:eu4:BRB	royals:eu4:BRB
royals:eu4:FLA	royals:eu4:FLA
royals:eu4:FRI	royals:eu4:FRI
royals:eu4:GEL	royals:eu4:GEL
royals:eu4:HAI	royals:eu4:HAI
royals:eu4:HOL	Q1485377
royals:eu4:LIE	royals:eu4:LIE
royals:eu4:LUX	royals:eu4:LUX
royals:eu4:NED	royals:eu4:NED
royals:eu4:UTR	royals:eu4:UTR
royals:eu4:VOC	royals:eu4:VOC
royals:eu4:ARM	royals:eu4:ARM
royals:eu4:AST	royals:eu4:AST
royals:eu4:CRI	royals:eu4:CRI
royals:eu4:GEO	royals:eu4:GEO
royals:eu4:KAZ	royals:eu4:KAZ
royals:eu4:MOS	royals:eu4:MOS
royals:eu4:NOV	royals:eu4:NOV
royals:eu4:PSK	royals:eu4:PSK
royals:eu4:QAS	royals:eu4:QAS
royals:eu4:RUS	royals:eu4:RUS
royals:eu4:RYA	royals:eu4:RYA
royals:eu4:TVE	royals:eu4:TVE
royals:eu4:UKR	royals:eu4:UKR
royals:eu4:YAR	royals:eu4:YAR
royals:eu4:ZAZ	royals:eu4:ZAZ
royals:eu4:NOG	royals:eu4:NOG
royals:eu4:SIB	royals:eu4:SIB
royals:eu4:PLT	royals:eu4:PLT
royals:eu4:PRM	royals:eu4:PRM
royals:eu4:FEO	royals:eu4:FEO
royals:eu4:BSH	royals:eu4:BSH
royals:eu4:BLO	royals:eu4:BLO
royals:eu4:RSO	royals:eu4:RSO
royals:eu4:GOL	royals:eu4:GOL
royals:eu4:GLH	royals:eu4:GLH
royals:eu4:ADE	royals:eu4:ADE
royals:eu4:ALH	royals:eu4:ALH
royals:eu4:ANZ	royals:eu4:ANZ
royals:eu4:ARB	royals:eu4:ARB
royals:eu4:ARD	royals:eu4:ARD
royals:eu4:BHT	royals:eu4:BHT
royals:eu4:DAW	Q3795966
royals:eu4:ERE	royals:eu4:ERE
royals:eu4:FAD	royals:eu4:FAD
royals:eu4:GRM	royals:eu4:GRM
royals:eu4:HDR	royals:eu4:HDR
royals:eu4:HED	royals:eu4:HED
royals:eu4:LEB	royals:eu4:LEB
royals:eu4:MAK	royals:eu4:MAK
royals:eu4:MDA	royals:eu4:MDA
royals:eu4:MFL	royals:eu4:MFL
royals:eu4:MHR	royals:eu4:MHR
royals:eu4:NAJ	royals:eu4:NAJ
royals:eu4:NJR	royals:eu4:NJR
royals:eu4:OMA	royals:eu4:OMA
royals:eu4:RAS	royals:eu4:RAS
royals:eu4:SHM	Q2230906
royals:eu4:SHR	royals:eu4:SHR
royals:eu4:SRV	royals:eu4:SRV
royals:eu4:YAS	royals:eu4:YAS
royals:eu4:YEM	royals:eu4:YEM
royals:eu4:HSN	royals:eu4:HSN
royals:eu4:BTL	royals:eu4:BTL
royals:eu4:AKK	royals:eu4:AKK
royals:eu4:AYD	royals:eu4:AYD
royals:eu4:CND	royals:eu4:CND
royals:eu4:DUL	royals:eu4:DUL
royals:eu4:IRQ	royals:eu4:IRQ
royals:eu4:KAR	royals:eu4:KAR
royals:eu4:SYR	royals:eu4:SYR
royals:eu4:TRE	royals:eu4:TRE
royals:eu4:SRU	royals:eu4:SRU
royals:eu4:MEN	royals:eu4:MEN
royals:eu4:RAM	royals:eu4:RAM
royals:eu4:AVR	royals:eu4:AVR
royals:eu4:MLK	royals:eu4:MLK
royals:eu4:SME	royals:eu4:SME
royals:eu4:ARL	royals:eu4:ARL
royals:eu4:MSY	Q3774944
royals:eu4:RUM	royals:eu4:RUM
royals:eu4:ALG	royals:eu4:ALG
royals:eu4:FEZ	royals:eu4:FEZ
royals:eu4:MAM	royals:eu4:MAM
royals:eu4:MOR	royals:eu4:MOR
royals:eu4:TRP	royals:eu4:TRP
royals:eu4:TUN	royals:eu4:TUN
royals:eu4:EGY	royals:eu4:EGY
royals:eu4:KBA	royals:eu4:KBA
royals:eu4:TFL	royals:eu4:TFL
royals:eu4:SOS	royals:eu4:SOS
royals:eu4:TLC	royals:eu4:TLC
royals:eu4:TGT	royals:eu4:TGT
royals:eu4:GHD	royals:eu4:GHD
royals:eu4:FZA	royals:eu4:FZA
royals:eu4:MZB	royals:eu4:MZB
royals:eu4:SLE	royals:eu4:SLE
royals:eu4:TET	royals:eu4:TET
royals:eu4:MRK	royals:eu4:MRK
royals:eu4:KZH	royals:eu4:KZH
royals:eu4:KHI	royals:eu4:KHI
royals:eu4:SHY	royals:eu4:SHY
royals:eu4:KOK	royals:eu4:KOK
royals:eu4:BUK	royals:eu4:BUK
royals:eu4:AFG	royals:eu4:AFG
royals:eu4:KHO	royals:eu4:KHO
royals:eu4:PER	royals:eu4:PER
royals:eu4:ERS	royals:eu4:ERS
royals:eu4:QAR	royals:eu4:QAR
royals:eu4:TIM	royals:eu4:TIM
royals:eu4:TRS	royals:eu4:TRS
royals:eu4:KRY	royals:eu4:KRY
royals:eu4:CIR	royals:eu4:CIR
royals:eu4:GAZ	royals:eu4:GAZ
royals:eu4:IME	royals:eu4:IME
royals:eu4:TAB	royals:eu4:TAB
royals:eu4:ORM	royals:eu4:ORM
royals:eu4:LRI	royals:eu4:LRI
royals:eu4:SIS	royals:eu4:SIS
royals:eu4:BPI	royals:eu4:BPI
royals:eu4:FRS	royals:eu4:FRS
royals:eu4:KRM	royals:eu4:KRM
royals:eu4:YZD	royals:eu4:YZD
royals:eu4:ISF	royals:eu4:ISF
royals:eu4:TBR	royals:eu4:TBR
royals:eu4:BSR	royals:eu4:BSR
royals:eu4:MGR	royals:eu4:MGR
royals:eu4:QOM	royals:eu4:QOM
royals:eu4:AZT	royals:eu4:AZT
royals:eu4:CHE	royals:eu4:CHE
royals:eu4:CHM	royals:eu4:CHM
royals:eu4:CRE	royals:eu4:CRE
royals:eu4:HUR	royals:eu4:HUR
royals:eu4:INC	royals:eu4:INC
royals:eu4:IRO	royals:eu4:IRO
royals:eu4:MAY	royals:eu4:MAY
royals:eu4:SHA	royals:eu4:SHA
royals:eu4:ZAP	royals:eu4:ZAP
royals:eu4:ASH	royals:eu4:ASH
royals:eu4:BEN	royals:eu4:BEN
royals:eu4:ETH	royals:eu4:ETH
royals:eu4:KON	royals:eu4:KON
royals:eu4:MAL	royals:eu4:MAL
royals:eu4:NUB	royals:eu4:NUB
royals:eu4:SON	royals:eu4:SON
royals:eu4:ZAN	royals:eu4:ZAN
royals:eu4:ZIM	royals:eu4:ZIM
royals:eu4:ADA	royals:eu4:ADA
royals:eu4:HAU	royals:eu4:HAU
royals:eu4:KBO	royals:eu4:KBO
royals:eu4:LOA	royals:eu4:LOA
royals:eu4:OYO	royals:eu4:OYO
royals:eu4:SOF	royals:eu4:SOF
royals:eu4:SOK	royals:eu4:SOK
royals:eu4:JOL	royals:eu4:JOL
royals:eu4:SFA	royals:eu4:SFA
royals:eu4:MBA	royals:eu4:MBA
royals:eu4:MLI	royals:eu4:MLI
royals:eu4:AJU	royals:eu4:AJU
royals:eu4:MDI	royals:eu4:MDI
royals:eu4:ENA	royals:eu4:ENA
royals:eu4:WGD	royals:eu4:WGD
royals:eu4:ZND	royals:eu4:ZND
royals:eu4:GUR	royals:eu4:GUR
royals:eu4:TEN	royals:eu4:TEN
royals:eu4:OGD	royals:eu4:OGD
royals:eu4:ZUL	royals:eu4:ZUL
royals:eu4:SOM	royals:eu4:SOM
royals:eu4:AKS	royals:eu4:AKS
royals:eu4:GZI	royals:eu4:GZI
royals:eu4:NBI	royals:eu4:NBI
royals:eu4:RZI	royals:eu4:RZI
royals:eu4:KIT	royals:eu4:KIT
royals:eu4:WAD	royals:eu4:WAD
royals:eu4:AFA	royals:eu4:AFA
royals:eu4:ALO	royals:eu4:ALO
royals:eu4:DAR	royals:eu4:DAR
royals:eu4:GLE	royals:eu4:GLE
royals:eu4:HAR	royals:eu4:HAR
royals:eu4:HOB	royals:eu4:HOB
royals:eu4:KAF	royals:eu4:KAF
royals:eu4:MED	royals:eu4:MED
royals:eu4:MJE	royals:eu4:MJE
royals:eu4:MRE	royals:eu4:MRE
royals:eu4:PTE	royals:eu4:PTE
royals:eu4:WAR	royals:eu4:WAR
royals:eu4:BTI	royals:eu4:BTI
royals:eu4:BEJ	royals:eu4:BEJ
royals:eu4:JIM	royals:eu4:JIM
royals:eu4:WLY	royals:eu4:WLY
royals:eu4:DAM	royals:eu4:DAM
royals:eu4:HDY	royals:eu4:HDY
royals:eu4:SOA	royals:eu4:SOA
royals:eu4:JJI	royals:eu4:JJI
royals:eu4:ABB	royals:eu4:ABB
royals:eu4:TYO	royals:eu4:TYO
royals:eu4:SYO	royals:eu4:SYO
royals:eu4:KSJ	royals:eu4:KSJ
royals:eu4:LUB	royals:eu4:LUB
royals:eu4:LND	royals:eu4:LND
royals:eu4:CKW	royals:eu4:CKW
royals:eu4:KIK	royals:eu4:KIK
royals:eu4:KZB	royals:eu4:KZB
royals:eu4:YAK	royals:eu4:YAK
royals:eu4:KLD	royals:eu4:KLD
royals:eu4:KUB	royals:eu4:KUB
royals:eu4:RWA	royals:eu4:RWA
royals:eu4:BUU	royals:eu4:BUU
royals:eu4:BUG	royals:eu4:BUG
royals:eu4:NKO	royals:eu4:NKO
royals:eu4:KRW	royals:eu4:KRW
royals:eu4:BNY	royals:eu4:BNY
royals:eu4:BSG	royals:eu4:BSG
royals:eu4:UBH	royals:eu4:UBH
royals:eu4:MRA	royals:eu4:MRA
royals:eu4:LDU	royals:eu4:LDU
royals:eu4:TBK	royals:eu4:TBK
royals:eu4:MKU	royals:eu4:MKU
royals:eu4:RZW	royals:eu4:RZW
royals:eu4:MIR	royals:eu4:MIR
royals:eu4:SKA	royals:eu4:SKA
royals:eu4:BTS	royals:eu4:BTS
royals:eu4:MFY	royals:eu4:MFY
royals:eu4:ANT	royals:eu4:ANT
royals:eu4:ANN	royals:eu4:ANN
royals:eu4:ARK	royals:eu4:ARK
royals:eu4:ATJ	royals:eu4:ATJ
royals:eu4:AYU	royals:eu4:AYU
royals:eu4:BLI	royals:eu4:BLI
royals:eu4:BAN	royals:eu4:BAN
royals:eu4:BEI	royals:eu4:BEI
royals:eu4:CHA	royals:eu4:CHA
royals:eu4:CHG	royals:eu4:CHG
royals:eu4:CHK	royals:eu4:CHK
royals:eu4:DAI	royals:eu4:DAI
royals:eu4:JAP	royals:eu4:JAP
royals:eu4:AMA	royals:eu4:AMA
royals:eu4:ASA	royals:eu4:ASA
royals:eu4:CSK	royals:eu4:CSK
royals:eu4:DTE	royals:eu4:DTE
royals:eu4:HJO	royals:eu4:HJO
royals:eu4:HSK	royals:eu4:HSK
royals:eu4:HTK	royals:eu4:HTK
royals:eu4:IKE	royals:eu4:IKE
royals:eu4:IMG	royals:eu4:IMG
royals:eu4:MAE	royals:eu4:MAE
royals:eu4:MRI	royals:eu4:MRI
royals:eu4:ODA	royals:eu4:ODA
royals:eu4:OTM	royals:eu4:OTM
royals:eu4:OUC	royals:eu4:OUC
royals:eu4:SBA	royals:eu4:SBA
royals:eu4:SMZ	royals:eu4:SMZ
royals:eu4:TKD	royals:eu4:TKD
royals:eu4:TKG	royals:eu4:TKG
royals:eu4:UES	royals:eu4:UES
royals:eu4:YMN	royals:eu4:YMN
royals:eu4:RFR	royals:eu4:RFR
royals:eu4:ASK	royals:eu4:ASK
royals:eu4:KTB	royals:eu4:KTB
royals:eu4:ANU	royals:eu4:ANU
royals:eu4:AKM	royals:eu4:AKM
royals:eu4:AKT	royals:eu4:AKT
royals:eu4:CBA	royals:eu4:CBA
royals:eu4:ISK	royals:eu4:ISK
royals:eu4:ITO	royals:eu4:ITO
royals:eu4:KKC	royals:eu4:KKC
royals:eu4:KNO	royals:eu4:KNO
royals:eu4:OGS	royals:eu4:OGS
royals:eu4:SHN	royals:eu4:SHN
royals:eu4:STK	royals:eu4:STK
royals:eu4:TKI	royals:eu4:TKI
royals:eu4:UTN	royals:eu4:UTN
royals:eu4:TTI	royals:eu4:TTI
royals:eu4:KHA	royals:eu4:KHA
royals:eu4:KHM	royals:eu4:KHM
royals:eu4:KOR	royals:eu4:KOR
royals:eu4:LNA	royals:eu4:LNA
royals:eu4:LUA	royals:eu4:LUA
royals:eu4:LXA	royals:eu4:LXA
royals:eu4:MAJ	royals:eu4:MAJ
royals:eu4:MCH	royals:eu4:MCH
royals:eu4:MKS	royals:eu4:MKS
royals:eu4:MLC	royals:eu4:MLC
royals:eu4:MNG	royals:eu4:MNG
royals:eu4:MTR	royals:eu4:MTR
royals:eu4:OIR	royals:eu4:OIR
royals:eu4:PAT	royals:eu4:PAT
royals:eu4:PEG	royals:eu4:PEG
royals:eu4:QNG	royals:eu4:QNG
royals:eu4:RYU	royals:eu4:RYU
royals:eu4:SST	royals:eu4:SST
royals:eu4:SUK	royals:eu4:SUK
royals:eu4:SUL	royals:eu4:SUL
royals:eu4:TAU	royals:eu4:TAU
royals:eu4:TIB	royals:eu4:TIB
royals:eu4:TOK	royals:eu4:TOK
royals:eu4:VIE	royals:eu4:VIE
royals:eu4:CZH	royals:eu4:CZH
royals:eu4:CSH	royals:eu4:CSH
royals:eu4:CXI	royals:eu4:CXI
royals:eu4:YUA	royals:eu4:YUA
royals:eu4:FRM	royals:eu4:FRM
royals:eu4:ILK	royals:eu4:ILK
royals:eu4:KLM	royals:eu4:KLM
royals:eu4:MGE	royals:eu4:MGE
royals:eu4:SOO	royals:eu4:SOO
royals:eu4:NVK	royals:eu4:NVK
royals:eu4:SOL	royals:eu4:SOL
royals:eu4:EJZ	royals:eu4:EJZ
royals:eu4:NHX	royals:eu4:NHX
royals:eu4:MYR	royals:eu4:MYR
royals:eu4:MHX	royals:eu4:MHX
