original_id	canonical_id
royals:wp:en:manabe-akimichi	royals:wp:en:manabe-akimichi
royals:wp:en:manabe-akimichi-ii	royals:wp:en:manabe-akimichi-ii
royals:wp:en:attacks-on-nagasaki-15741579	royals:wp:en:attacks-on-nagasaki-15741579
royals:wp:en:minamoto-no-yoshinari	royals:wp:en:minamoto-no-yoshinari
royals:wp:en:naitō-masaakira	royals:wp:en:naitō-masaakira
royals:wp:en:andō-nobutake	royals:wp:en:andō-nobutake
royals:wp:en:naitō-masasada	royals:wp:en:naitō-masasada
royals:wp:en:naitō-masaatsu	royals:wp:en:naitō-masaatsu
royals:wp:en:naitō-masanobu	royals:wp:en:naitō-masanobu
royals:wp:en:naitō-sadayoshi	royals:wp:en:naitō-sadayoshi
royals:wp:en:naitō-masahiro	royals:wp:en:naitō-masahiro
royals:wp:en:naitō-masayuki	royals:wp:en:naitō-masayuki
royals:wp:en:naitō-masaakira	royals:wp:en:naitō-masaakira
royals:wp:en:naitō-masatami	royals:wp:en:naitō-masatami
royals:wp:en:naitō-masatsune	royals:wp:en:naitō-masatsune
royals:wp:en:naitō-masatoshi-yunagaya	royals:wp:en:naitō-masatoshi-yunagaya
royals:wp:en:naitō-masayasu	royals:wp:en:naitō-masayasu
royals:wp:en:naitō-masanori	royals:wp:en:naitō-masanori
royals:wp:en:tōyama-masanori	royals:wp:en:tōyama-masanori
royals:wp:en:naitō-kazunobu	royals:wp:en:naitō-kazunobu
royals:wp:en:naitō-nobuteru	royals:wp:en:naitō-nobuteru
royals:wp:en:naitō-nobuoki	royals:wp:en:naitō-nobuoki
royals:wp:en:naitō-nobuakira	royals:wp:en:naitō-nobuakira
royals:wp:en:naitō-nobuyori	royals:wp:en:naitō-nobuyori
royals:wp:en:naitō-nobutami	royals:wp:en:naitō-nobutami
royals:wp:en:naitō-nobutomi	royals:wp:en:naitō-nobutomi
royals:wp:en:naitō-kiyonori	royals:wp:en:naitō-kiyonori
royals:wp:en:naitō-yoriyuki	royals:wp:en:naitō-yoriyuki
royals:wp:en:naitō-yoritaka	royals:wp:en:naitō-yoritaka
royals:wp:en:naitō-nagayoshi	royals:wp:en:naitō-nagayoshi
royals:wp:en:naitō-yorimochi	royals:wp:en:naitō-yorimochi
royals:wp:en:nanbu-nobuchika	royals:wp:en:nanbu-nobuchika
royals:wp:en:nanbu-nobutami	royals:wp:en:nanbu-nobutami
royals:wp:en:nanbu-nobukata	royals:wp:en:nanbu-nobukata
royals:wp:en:nanbu-nobunori	royals:wp:en:nanbu-nobunori
royals:wp:en:nanbu-naofusa	royals:wp:en:nanbu-naofusa
royals:wp:en:nanbu-naomasa	royals:wp:en:nanbu-naomasa
royals:wp:en:nanbu-michinobu	royals:wp:en:nanbu-michinobu
royals:wp:en:nanbu-hironobu	royals:wp:en:nanbu-hironobu
royals:wp:en:nanbu-nobuoki-hachinohe	royals:wp:en:nanbu-nobuoki-hachinohe
royals:wp:en:nanbu-nobuyori	royals:wp:en:nanbu-nobuyori
royals:wp:en:nanbu-nobufusa	royals:wp:en:nanbu-nobufusa
royals:wp:en:nanbu-nobumasa	royals:wp:en:nanbu-nobumasa
royals:wp:en:niwa-nagatsugu	royals:wp:en:niwa-nagatsugu
royals:wp:en:niwa-nagayuki	royals:wp:en:niwa-nagayuki
royals:wp:en:niwa-hidenobu	royals:wp:en:niwa-hidenobu
royals:wp:en:niwa-takahiro	royals:wp:en:niwa-takahiro
royals:wp:en:niwa-takayasu	royals:wp:en:niwa-takayasu
royals:wp:en:niwa-nagayoshi	royals:wp:en:niwa-nagayoshi
royals:wp:en:ogasawara-sadanobu	royals:wp:en:ogasawara-sadanobu
royals:wp:en:ogasawara-nobutoki	royals:wp:en:ogasawara-nobutoki
royals:wp:en:ogasawara-nobunari	royals:wp:en:ogasawara-nobunari
royals:wp:en:ogasawara-nobutane	royals:wp:en:ogasawara-nobutane
royals:wp:en:ogasawara-nobufusa	royals:wp:en:ogasawara-nobufusa
royals:wp:en:ogasawara-nobumichi	royals:wp:en:ogasawara-nobumichi
royals:wp:en:ogasawara-nagataka	royals:wp:en:ogasawara-nagataka
royals:wp:en:ogasawara-nagamori	royals:wp:en:ogasawara-nagamori
royals:wp:en:ii-naoari	royals:wp:en:ii-naoari
royals:wp:en:attacks-on-nagasaki-15741579	royals:wp:en:attacks-on-nagasaki-15741579
royals:wp:en:attacks-on-nagasaki-15741579	royals:wp:en:attacks-on-nagasaki-15741579
royals:wp:en:sakai-tadayoshi	royals:wp:en:sakai-tadayoshi
royals:wp:en:naitō-masatami	royals:wp:en:naitō-masatami
royals:wp:en:ogasawara-nobunari	royals:wp:en:ogasawara-nobunari
royals:wp:en:sakai-tadanao	royals:wp:en:sakai-tadanao
royals:wp:en:sakai-tadataka	royals:wp:en:sakai-tadataka
royals:wp:en:sakai-tadasono	royals:wp:en:sakai-tadasono
royals:wp:en:sakai-tadaoto	royals:wp:en:sakai-tadaoto
royals:wp:en:sakai-tadaakira	royals:wp:en:sakai-tadaakira
royals:wp:en:sakai-tadatsura	royals:wp:en:sakai-tadatsura
royals:wp:en:sakai-tadayori	royals:wp:en:sakai-tadayori
royals:wp:en:sakai-tadauji	royals:wp:en:sakai-tadauji
royals:wp:en:sakai-tadagiku	royals:wp:en:sakai-tadagiku
royals:wp:en:sakai-tadatake	royals:wp:en:sakai-tadatake
royals:wp:en:sakai-tadaka	royals:wp:en:sakai-tadaka
royals:wp:en:sakai-tadanobu	royals:wp:en:sakai-tadanobu
royals:wp:en:sakai-tadae	royals:wp:en:sakai-tadae
royals:wp:en:sakai-tadamasu	royals:wp:en:sakai-tadamasu
royals:wp:en:sakai-tadatsune	royals:wp:en:sakai-tadatsune
royals:wp:en:sakakibara-masazumi	royals:wp:en:sakakibara-masazumi
royals:wp:en:sakakibara-masanaga	royals:wp:en:sakakibara-masanaga
royals:wp:en:sakakibara-masaatsu	royals:wp:en:sakakibara-masaatsu
royals:wp:en:sakakibara-masanori	royals:wp:en:sakakibara-masanori
royals:wp:en:sakakibara-masakiyo	royals:wp:en:sakakibara-masakiyo
royals:wp:en:sakakibara-masachika	royals:wp:en:sakakibara-masachika
royals:wp:en:sakakibara-masataka	royals:wp:en:sakakibara-masataka
royals:wp:en:suwa-yorimizu	royals:wp:en:suwa-yorimizu
royals:wp:en:suwa-tadatsune	royals:wp:en:suwa-tadatsune
royals:wp:en:suwa-tadaharu	royals:wp:en:suwa-tadaharu
royals:wp:en:suwa-tadatora	royals:wp:en:suwa-tadatora
royals:wp:en:suwa-tadatoki	royals:wp:en:suwa-tadatoki
royals:wp:en:suwa-tadaatsu	royals:wp:en:suwa-tadaatsu
royals:wp:en:suwa-tadakata	royals:wp:en:suwa-tadakata
royals:wp:en:suwa-tadamichi	royals:wp:en:suwa-tadamichi
royals:wp:en:suwa-tadaaya	royals:wp:en:suwa-tadaaya
royals:wp:en:hori-naoteru-d1813	royals:wp:en:hori-naoteru-d1813
royals:wp:en:taira-no-tokinobu	royals:wp:en:taira-no-tokinobu
royals:wp:en:yanagisawa-mitsukuni	royals:wp:en:yanagisawa-mitsukuni
royals:wp:en:honda-suketoshi	royals:wp:en:honda-suketoshi
royals:wp:en:yanagisawa-tsunetaka	royals:wp:en:yanagisawa-tsunetaka
royals:wp:en:yanagisawa-satozumi	royals:wp:en:yanagisawa-satozumi
royals:wp:en:yanagisawa-satoakira	royals:wp:en:yanagisawa-satoakira
royals:wp:en:yanagisawa-yasutaka-kurokawa	royals:wp:en:yanagisawa-yasutaka-kurokawa
royals:wp:en:yanagisawa-nobutō	royals:wp:en:yanagisawa-nobutō
royals:wp:en:yanagisawa-mitsuhi	royals:wp:en:yanagisawa-mitsuhi
royals:wp:en:yanagisawa-mitsuteru	royals:wp:en:yanagisawa-mitsuteru
royals:wp:en:yanagisawa-mitsukuni	royals:wp:en:yanagisawa-mitsukuni
royals:wp:en:yanagisawa-tokichika	royals:wp:en:yanagisawa-tokichika
royals:wp:en:yanagisawa-yasutsune	royals:wp:en:yanagisawa-yasutsune
royals:wp:en:yanagisawa-nobuaki	royals:wp:en:yanagisawa-nobuaki
royals:wp:en:yanagisawa-satoyuki	royals:wp:en:yanagisawa-satoyuki
royals:wp:en:yanagisawa-satoyo	royals:wp:en:yanagisawa-satoyo
royals:wp:en:yanagisawa-satoaki	royals:wp:en:yanagisawa-satoaki
royals:wp:en:yanagisawa-yasutaka-mikkaichi	royals:wp:en:yanagisawa-yasutaka-mikkaichi
royals:wp:en:bhadrawah-state	royals:wp:en:bhadrawah-state
royals:wp:en:poona-agency	royals:wp:en:poona-agency
royals:wp:en:bhil-agency	royals:wp:en:bhil-agency
royals:wp:en:bhandaria-state	royals:wp:en:bhandaria-state
royals:wp:en:bhadli-state	royals:wp:en:bhadli-state
royals:wp:en:bhalgam-baldhoi	royals:wp:en:bhalgam-baldhoi
royals:wp:en:akadia-state	royals:wp:en:akadia-state
royals:wp:en:alampur-state	royals:wp:en:alampur-state
royals:wp:en:amrapur-state	royals:wp:en:amrapur-state
royals:wp:en:bajana-state	royals:wp:en:bajana-state
royals:wp:en:deodar-state	royals:wp:en:deodar-state
royals:wp:en:dhola-state	royals:wp:en:dhola-state
royals:wp:en:gadhia-state	royals:wp:en:gadhia-state
royals:wp:en:jhalawad-state	royals:wp:en:jhalawad-state
royals:wp:en:jakhan-state	royals:wp:en:jakhan-state
royals:wp:en:jamar-state	royals:wp:en:jamar-state
royals:wp:en:karol-state	royals:wp:en:karol-state
royals:wp:en:mandva-state	royals:wp:en:mandva-state
royals:wp:en:lathi-state	royals:wp:en:lathi-state
royals:wp:en:mowa-state	royals:wp:en:mowa-state
royals:wp:en:palali-state	royals:wp:en:palali-state
royals:wp:en:morvada-state	royals:wp:en:morvada-state
royals:wp:en:pal-state	royals:wp:en:pal-state
royals:wp:en:palej-state	royals:wp:en:palej-state
royals:wp:en:sathamba-state	royals:wp:en:sathamba-state
royals:wp:en:patdi-state	royals:wp:en:patdi-state
royals:wp:en:suigam-state	royals:wp:en:suigam-state
royals:wp:en:santalpur-state	royals:wp:en:santalpur-state
royals:wp:en:pol-state	royals:wp:en:pol-state
royals:wp:en:vasna-state	royals:wp:en:vasna-state
royals:wp:en:varsoda-state	royals:wp:en:varsoda-state
royals:wp:en:vadal-state	royals:wp:en:vadal-state
royals:wp:en:vana-state	royals:wp:en:vana-state
royals:wp:en:vanala-state	royals:wp:en:vanala-state
royals:wp:en:vadod-state	royals:wp:en:vadod-state
royals:wp:en:vav-state	royals:wp:en:vav-state
royals:wp:en:tervada-state	royals:wp:en:tervada-state
royals:wp:en:tharad-state	royals:wp:en:tharad-state
royals:wp:en:viramgam-state	royals:wp:en:viramgam-state
royals:wp:en:kagal-junior	royals:wp:en:kagal-junior
royals:wp:en:kagal-senior	royals:wp:en:kagal-senior
royals:wp:en:ichalkaranji-jagir	royals:wp:en:ichalkaranji-jagir
royals:wp:en:kingdom-of-travancore	royals:wp:en:kingdom-of-travancore
royals:wp:en:travancore-state-forces	royals:wp:en:travancore-state-forces
royals:wp:en:bandhogarh-state	royals:wp:en:bandhogarh-state
royals:wp:en:bija-state	royals:wp:en:bija-state
royals:wp:en:kanthal-state	royals:wp:en:kanthal-state
royals:wp:en:sarila-state	royals:wp:en:sarila-state
royals:wp:en:sarosi-estate	royals:wp:en:sarosi-estate
royals:wp:en:halima-ghassanid-princess	royals:wp:en:halima-ghassanid-princess
royals:wp:en:ohuede-dynasty	royals:wp:en:ohuede-dynasty
royals:wp:ru:надыровы	royals:wp:ru:надыровы
royals:wp:ru:дамич	royals:wp:ru:дамич
royals:wp:ja:阿野氏	royals:wp:ja:阿野氏
royals:wp:ja:姉帯氏	royals:wp:ja:姉帯氏
royals:wp:ja:尼子氏-外様衆	royals:wp:ja:尼子氏-外様衆
royals:wp:ja:甘粕氏	royals:wp:ja:甘粕氏
royals:wp:ja:足助鈴木氏	royals:wp:ja:足助鈴木氏
royals:wp:ja:伊沢氏	royals:wp:ja:伊沢氏
royals:wp:ja:石井氏-宇治朝臣	royals:wp:ja:石井氏-宇治朝臣
royals:wp:ja:荒川氏	royals:wp:ja:荒川氏
royals:wp:ja:石川氏-秦氏	royals:wp:ja:石川氏-秦氏
royals:wp:ja:石川氏-伊予国	royals:wp:ja:石川氏-伊予国
royals:wp:ja:井口氏	royals:wp:ja:井口氏
royals:wp:ja:井内氏	royals:wp:ja:井内氏
royals:wp:ja:石川氏-花山院家諸大夫	royals:wp:ja:石川氏-花山院家諸大夫
royals:wp:ja:伊勢内宮佐藤氏	royals:wp:ja:伊勢内宮佐藤氏
royals:wp:ja:今村氏-京都	royals:wp:ja:今村氏-京都
royals:wp:ja:岩崎氏	royals:wp:ja:岩崎氏
royals:wp:ja:大浦氏	royals:wp:ja:大浦氏
royals:wp:ja:江刺家氏	royals:wp:ja:江刺家氏
royals:wp:ja:大熊氏	royals:wp:ja:大熊氏
royals:wp:ja:大三輪氏	royals:wp:ja:大三輪氏
royals:wp:ja:興津氏	royals:wp:ja:興津氏
royals:wp:ja:日佐氏	royals:wp:ja:日佐氏
royals:wp:ja:奥田氏	royals:wp:ja:奥田氏
royals:wp:ja:隠岐氏	royals:wp:ja:隠岐氏
royals:wp:ja:大森氏-山城国	royals:wp:ja:大森氏-山城国
royals:wp:ja:奥氏	royals:wp:ja:奥氏
royals:wp:ja:麻績氏	royals:wp:ja:麻績氏
royals:wp:ja:温義氏	royals:wp:ja:温義氏
royals:wp:ja:柿崎氏	royals:wp:ja:柿崎氏
royals:wp:ja:尾崎氏	royals:wp:ja:尾崎氏
royals:wp:ja:賀川氏	royals:wp:ja:賀川氏
royals:wp:ja:乙骨氏	royals:wp:ja:乙骨氏
royals:wp:ja:大野木一族	royals:wp:ja:大野木一族
royals:wp:ja:宍草氏	royals:wp:ja:宍草氏
royals:wp:ja:春日氏-久我家諸大夫	royals:wp:ja:春日氏-久我家諸大夫
royals:wp:ja:金沢氏-北条氏流	royals:wp:ja:金沢氏-北条氏流
royals:wp:ja:金田氏	royals:wp:ja:金田氏
royals:wp:ja:木沢氏	royals:wp:ja:木沢氏
royals:wp:ja:上山氏	royals:wp:ja:上山氏
royals:wp:ja:河尻氏	royals:wp:ja:河尻氏
royals:wp:ja:神崎氏	royals:wp:ja:神崎氏
royals:wp:ja:北島氏	royals:wp:ja:北島氏
royals:wp:ja:北畠氏	royals:wp:ja:北畠氏
royals:wp:ja:岐部氏	royals:wp:ja:岐部氏
royals:wp:ja:京都南部氏	royals:wp:ja:京都南部氏
royals:wp:ja:北小路氏-二条家諸大夫	royals:wp:ja:北小路氏-二条家諸大夫
royals:wp:ja:草野氏	royals:wp:ja:草野氏
royals:wp:ru:барателиа-род	royals:wp:ru:барателиа-род
royals:wp:ja:熊懐	royals:wp:ja:熊懐
royals:wp:ja:桑山氏	royals:wp:ja:桑山氏
royals:wp:ja:纐纈氏	royals:wp:ja:纐纈氏
royals:wp:ja:黒木氏	royals:wp:ja:黒木氏
royals:wp:ja:斎藤氏-近衛家諸大夫	royals:wp:ja:斎藤氏-近衛家諸大夫
royals:wp:ja:小宮氏	royals:wp:ja:小宮氏
royals:wp:ja:小山氏-甲斐源氏	royals:wp:ja:小山氏-甲斐源氏
royals:wp:ja:雑賀氏	royals:wp:ja:雑賀氏
royals:wp:ja:古志氏	royals:wp:ja:古志氏
royals:wp:ja:斎藤氏-畠山氏被官	royals:wp:ja:斎藤氏-畠山氏被官
royals:wp:ja:小寺氏-久我家諸大夫	royals:wp:ja:小寺氏-久我家諸大夫
royals:wp:ru:беловы	royals:wp:ru:беловы
royals:wp:ja:佐竹氏-美濃国	royals:wp:ja:佐竹氏-美濃国
royals:wp:ja:三賀氏-北条氏流	royals:wp:ja:三賀氏-北条氏流
royals:wp:ja:沢渡氏	royals:wp:ja:沢渡氏
royals:wp:ja:坂戸島田氏	royals:wp:ja:坂戸島田氏
royals:wp:ja:重氏	royals:wp:ja:重氏
royals:wp:ja:越前島津氏	royals:wp:ja:越前島津氏
royals:wp:ja:播磨島津氏	royals:wp:ja:播磨島津氏
royals:wp:ja:四手井氏	royals:wp:ja:四手井氏
royals:wp:ja:千家氏	royals:wp:ja:千家氏
royals:wp:ja:早田氏	royals:wp:ja:早田氏
royals:wp:ja:水原氏	royals:wp:ja:水原氏
royals:wp:ja:進藤氏-近衛家諸大夫	royals:wp:ja:進藤氏-近衛家諸大夫
royals:wp:ja:曽氏	royals:wp:ja:曽氏
royals:wp:ja:上総武田氏	royals:wp:ja:上総武田氏
royals:wp:ja:甲斐武田氏	royals:wp:ja:甲斐武田氏
royals:wp:ja:滝沢氏	royals:wp:ja:滝沢氏
royals:wp:ja:若狭武田氏	royals:wp:ja:若狭武田氏
royals:wp:ja:竹中氏	royals:wp:ja:竹中氏
royals:wp:ja:安芸武田氏	royals:wp:ja:安芸武田氏
royals:wp:ja:竹村氏-久我家諸大夫	royals:wp:ja:竹村氏-久我家諸大夫
royals:wp:ja:大黒氏	royals:wp:ja:大黒氏
royals:wp:ja:丹下氏	royals:wp:ja:丹下氏
royals:wp:ja:田向家	royals:wp:ja:田向家
royals:wp:ja:田中氏-高島七頭	royals:wp:ja:田中氏-高島七頭
royals:wp:ja:筑後草野氏	royals:wp:ja:筑後草野氏
royals:wp:ja:手島氏	royals:wp:ja:手島氏
royals:wp:ja:津々見氏	royals:wp:ja:津々見氏
royals:wp:ja:津田氏-山城国	royals:wp:ja:津田氏-山城国
royals:wp:ja:土屋氏-一色氏流	royals:wp:ja:土屋氏-一色氏流
royals:wp:ja:寺人	royals:wp:ja:寺人
royals:wp:ja:津江氏	royals:wp:ja:津江氏
royals:wp:ja:坪田氏	royals:wp:ja:坪田氏
royals:wp:ru:вищинские	royals:wp:ru:вищинские
royals:wp:ja:中井氏	royals:wp:ja:中井氏
royals:wp:ja:永田氏-高島七頭	royals:wp:ja:永田氏-高島七頭
royals:wp:ja:富永氏	royals:wp:ja:富永氏
royals:wp:ja:得能氏	royals:wp:ja:得能氏
royals:wp:ja:陸奥長沼氏	royals:wp:ja:陸奥長沼氏
royals:wp:ja:難波氏	royals:wp:ja:難波氏
royals:wp:ja:新見氏-蔵人所御蔵	royals:wp:ja:新見氏-蔵人所御蔵
royals:wp:ja:二条氏-一乗院	royals:wp:ja:二条氏-一乗院
royals:wp:ja:蜂谷氏	royals:wp:ja:蜂谷氏
royals:wp:ja:沼田氏-若狭国	royals:wp:ja:沼田氏-若狭国
royals:wp:ja:野路井氏	royals:wp:ja:野路井氏
royals:wp:ja:下総原氏	royals:wp:ja:下総原氏
royals:wp:ja:濱島氏	royals:wp:ja:濱島氏
royals:wp:ja:彦部氏	royals:wp:ja:彦部氏
royals:wp:ja:榛沢氏	royals:wp:ja:榛沢氏
royals:wp:ja:原宿渡辺家	royals:wp:ja:原宿渡辺家
royals:wp:ja:備中笠原氏	royals:wp:ja:備中笠原氏
royals:wp:ja:葛井氏	royals:wp:ja:葛井氏
royals:wp:ja:平氏-畠山氏被官	royals:wp:ja:平氏-畠山氏被官
royals:wp:ja:藤井氏-連	royals:wp:ja:藤井氏-連
royals:wp:ja:古井氏	royals:wp:ja:古井氏
royals:wp:ru:голоперовы	royals:wp:ru:голоперовы
royals:wp:ja:本阿弥氏	royals:wp:ja:本阿弥氏
royals:wp:ja:真木島氏	royals:wp:ja:真木島氏
royals:wp:ja:真柄氏	royals:wp:ja:真柄氏
royals:wp:ja:間島氏	royals:wp:ja:間島氏
royals:wp:ja:堀池氏	royals:wp:ja:堀池氏
royals:wp:ja:三方氏	royals:wp:ja:三方氏
royals:wp:ja:御薗氏	royals:wp:ja:御薗氏
royals:wp:ja:真継氏	royals:wp:ja:真継氏
royals:wp:ja:茨田氏	royals:wp:ja:茨田氏
royals:wp:ja:三輪氏	royals:wp:ja:三輪氏
royals:wp:ja:陸奥大内氏	royals:wp:ja:陸奥大内氏
royals:wp:ja:物集女氏	royals:wp:ja:物集女氏
royals:wp:ja:望月氏-金山衆	royals:wp:ja:望月氏-金山衆
royals:wp:ru:дамич	royals:wp:ru:дамич
royals:wp:ja:柳本氏	royals:wp:ja:柳本氏
royals:wp:ja:諸戸氏	royals:wp:ja:諸戸氏
royals:wp:ja:物加波氏	royals:wp:ja:物加波氏
royals:wp:ja:本吉氏	royals:wp:ja:本吉氏
royals:wp:ja:安見氏	royals:wp:ja:安見氏
royals:wp:ja:物理氏	royals:wp:ja:物理氏
royals:wp:ja:保田氏-一条家諸大夫	royals:wp:ja:保田氏-一条家諸大夫
royals:wp:ja:森氏-久我家諸大夫	royals:wp:ja:森氏-久我家諸大夫
royals:wp:ja:薬師寺氏	royals:wp:ja:薬師寺氏
royals:wp:ru:де-росси-дворянский-род	royals:wp:ru:де-росси-дворянский-род
royals:wp:ja:結城氏-奉公衆	royals:wp:ja:結城氏-奉公衆
royals:wp:ja:横地氏	royals:wp:ja:横地氏
royals:wp:ja:吉田氏-上北面	royals:wp:ja:吉田氏-上北面
royals:wp:ja:吉益氏	royals:wp:ja:吉益氏
royals:wp:ja:横井氏	royals:wp:ja:横井氏
royals:wp:ja:吉原氏	royals:wp:ja:吉原氏
royals:wp:ru:дитерихсы	royals:wp:ru:дитерихсы
royals:wp:ja:長船氏	royals:wp:ja:長船氏
royals:wp:ja:井芹氏	royals:wp:ja:井芹氏
royals:wp:ru:домброва-дворянский-род	royals:wp:ru:домброва-дворянский-род
royals:wp:ja:十大紋	royals:wp:ja:十大紋
royals:wp:ja:丸に割菱	royals:wp:ja:丸に割菱
royals:wp:ja:片喰-紋	royals:wp:ja:片喰-紋
royals:wp:ja:大三輪氏	royals:wp:ja:大三輪氏
royals:wp:ja:三輪氏	royals:wp:ja:三輪氏
royals:wp:ja:草部氏-筑後国	royals:wp:ja:草部氏-筑後国
royals:wp:ja:安見氏	royals:wp:ja:安見氏
royals:wp:ja:高良丹波氏	royals:wp:ja:高良丹波氏
royals:wp:ja:温義氏	royals:wp:ja:温義氏
royals:wp:ru:карп-род	royals:wp:ru:карп-род
royals:wp:ja:瓜生氏-豊後国	royals:wp:ja:瓜生氏-豊後国
royals:wp:ja:近山氏	royals:wp:ja:近山氏
royals:wp:ja:山本氏-山城国	royals:wp:ja:山本氏-山城国
royals:wp:ja:萱野氏	royals:wp:ja:萱野氏
royals:wp:ja:牛糞氏	royals:wp:ja:牛糞氏
royals:wp:ja:堀池氏	royals:wp:ja:堀池氏
royals:wp:ru:кобызевы	royals:wp:ru:кобызевы
royals:wp:ja:石上氏	royals:wp:ja:石上氏
royals:wp:ja:大三輪氏	royals:wp:ja:大三輪氏
royals:wp:ja:粟凡直氏	royals:wp:ja:粟凡直氏
royals:wp:ja:海犬甘氏	royals:wp:ja:海犬甘氏
royals:wp:ja:興津氏	royals:wp:ja:興津氏
royals:wp:ja:日佐氏	royals:wp:ja:日佐氏
royals:wp:ja:大石氏-地下家	royals:wp:ja:大石氏-地下家
royals:wp:ja:温義氏	royals:wp:ja:温義氏
royals:wp:ja:高良丹波氏	royals:wp:ja:高良丹波氏
royals:wp:ru:котельниковы	royals:wp:ru:котельниковы
royals:wp:ru:кособрюховы	royals:wp:ru:кособрюховы
royals:wp:ja:長直氏	royals:wp:ja:長直氏
royals:wp:ja:小子部氏	royals:wp:ja:小子部氏
royals:wp:ja:葛井氏	royals:wp:ja:葛井氏
royals:wp:ja:玉手氏	royals:wp:ja:玉手氏
royals:wp:ja:春原氏	royals:wp:ja:春原氏
royals:wp:ja:原井氏	royals:wp:ja:原井氏
royals:wp:ja:豊原氏	royals:wp:ja:豊原氏
royals:wp:ja:寺人	royals:wp:ja:寺人
royals:wp:ja:曽氏	royals:wp:ja:曽氏
royals:wp:ja:神氏	royals:wp:ja:神氏
royals:wp:ja:三輪氏	royals:wp:ja:三輪氏
royals:wp:ja:山部氏	royals:wp:ja:山部氏
royals:wp:ja:山氏	royals:wp:ja:山氏
royals:wp:ja:若犬甘氏	royals:wp:ja:若犬甘氏
royals:wp:ja:神部氏	royals:wp:ja:神部氏
royals:wp:ja:水口氏	royals:wp:ja:水口氏
royals:wp:ja:物加波氏	royals:wp:ja:物加波氏
royals:wp:ru:ленины	royals:wp:ru:ленины
royals:wp:ru:лангель-дворянский-род	royals:wp:ru:лангель-дворянский-род
royals:wp:ja:甘粕氏	royals:wp:ja:甘粕氏
royals:wp:ja:桝形城	royals:wp:ja:桝形城
royals:wp:ja:甘粕春吉	royals:wp:ja:甘粕春吉
royals:wp:ru:льяловские	royals:wp:ru:льяловские
royals:wp:ru:машковские	royals:wp:ru:машковские
royals:wp:ja:長福寺-茨城県大子町	royals:wp:ja:長福寺-茨城県大子町
royals:wp:ja:長福寺-いわき市	royals:wp:ja:長福寺-いわき市
royals:wp:ru:надыровы	royals:wp:ru:надыровы
